intervention_size,intervention_type,model,network_group,network_id,network_size,sample_id,size_of_spread,time_to_spread
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,34.0,2209.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,35.0,2035.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,36.0,2179.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,37.0,2193.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,38.0,2099.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,39.0,2205.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,40.0,2201.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,41.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,42.0,2129.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,43.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,44.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,45.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,46.0,2040.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,47.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,48.0,2202.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,49.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,50.0,2198.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,51.0,2180.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,52.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,53.0,2090.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,54.0,2107.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,55.0,2188.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,56.0,2192.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,57.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,58.0,2167.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,59.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,60.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,61.0,2030.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,62.0,2196.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,63.0,2121.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,64.0,2204.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,65.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,66.0,2209.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,67.0,2206.0,6.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,68.0,2035.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,69.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,70.0,2160.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,71.0,2205.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,72.0,2185.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,73.0,2036.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,74.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,75.0,2182.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,76.0,2186.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,77.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,78.0,2095.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,79.0,2215.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,80.0,2213.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,81.0,2093.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,82.0,2209.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,83.0,2201.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,84.0,2199.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,85.0,2201.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,86.0,2065.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,87.0,2204.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,88.0,2183.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,89.0,2038.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,90.0,2176.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,91.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,92.0,2204.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,93.0,2047.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,94.0,2175.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,95.0,2036.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,96.0,2214.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,97.0,2191.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,98.0,2091.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,99.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,100.0,2206.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,101.0,2150.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,102.0,2197.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,103.0,2099.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,104.0,2178.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,105.0,2178.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,106.0,2187.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,107.0,2195.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,108.0,2050.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,109.0,2030.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,110.0,2058.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,111.0,2137.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,112.0,2049.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,113.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,114.0,2086.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,115.0,2210.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,116.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,117.0,2025.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,118.0,2040.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,119.0,2195.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,120.0,2114.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,121.0,2107.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,122.0,2202.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,123.0,2194.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,124.0,2191.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,125.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,126.0,2169.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,127.0,2204.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,128.0,2085.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,129.0,2199.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,130.0,2032.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,131.0,2138.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,132.0,2209.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,133.0,2036.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,134.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,135.0,2068.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,136.0,2210.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,137.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,138.0,2205.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,139.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,140.0,2194.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,141.0,2175.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,142.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,143.0,2209.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,144.0,2197.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,145.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,146.0,2186.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,147.0,2198.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,148.0,2191.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,149.0,2198.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,150.0,2135.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,151.0,2210.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,152.0,2096.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,153.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,154.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,155.0,2195.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,156.0,2168.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,157.0,2177.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,158.0,2196.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,159.0,2202.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,160.0,2204.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,161.0,2145.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,162.0,2030.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,163.0,2148.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,164.0,2118.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,165.0,2043.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,166.0,2191.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,167.0,2034.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,168.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,169.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,170.0,2194.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,171.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,172.0,2176.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,173.0,2202.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,174.0,2191.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,175.0,2127.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,176.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,177.0,2089.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,178.0,2101.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,179.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,180.0,2199.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,181.0,2210.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,182.0,2183.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,183.0,2182.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,184.0,2087.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,185.0,2153.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,186.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,187.0,2190.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,188.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,189.0,2183.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,190.0,2200.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,191.0,2096.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,192.0,2174.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,193.0,2202.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,194.0,2204.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,195.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,196.0,2197.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,197.0,2189.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,198.0,2177.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,199.0,2202.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,200.0,2048.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,201.0,2204.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,202.0,2197.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,203.0,2199.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,204.0,2130.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,205.0,2202.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,206.0,2064.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,207.0,2141.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,208.0,2190.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,209.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,210.0,2066.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,211.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,212.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,213.0,2193.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,214.0,2088.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,215.0,2198.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,216.0,2195.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,217.0,2175.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,218.0,2202.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,219.0,2150.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,220.0,2097.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,221.0,2205.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,222.0,2206.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,223.0,2191.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,224.0,2169.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,225.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,226.0,2175.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,227.0,2129.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,228.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,229.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,230.0,2141.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,231.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,232.0,2195.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,233.0,2083.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,234.0,2027.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,235.0,2121.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,236.0,2189.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,237.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,238.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,239.0,2182.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,240.0,2030.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,241.0,2172.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,242.0,2204.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,243.0,2206.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,244.0,2053.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,245.0,2207.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,246.0,2132.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,247.0,2187.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,248.0,2032.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,249.0,2156.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,250.0,2052.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,251.0,2180.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,252.0,2177.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,253.0,2162.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,254.0,2190.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,255.0,2209.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,256.0,2208.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,257.0,2209.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,258.0,2102.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,259.0,2065.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,260.0,2063.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,261.0,2177.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,262.0,2200.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,263.0,2175.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,264.0,2208.0,5.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,265.0,2145.0,3.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,266.0,2178.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,267.0,2160.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,268.0,2203.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,269.0,2190.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,270.0,2209.0,4.0
0.0,none,"(0.05,1)",fb100_edgelist_,Bowdoin47,2250.0,271.0,2153.0,5.0
